First name	Last name	95#	Email
DHHJRA	qnifyl	950562146	Dqnifyl@uoregon.edu
EQIBIP	qyovnp	951528973	Eqyovnp@uoregon.edu
OHDFYO	yfajos	951159847	Oyfajos@uoregon.edu
ARKKUP	jsszav	951161123	Ajsszav@uoregon.edu
WRYRHJ	ukojdg	950004989	Wukojdg@uoregon.edu
GVGTAT	giytfn	951686979	Ggiytfn@uoregon.edu
UFTWGL	ryqnsh	950484392	Uryqnsh@uoregon.edu
OIGDGS	owjyng	950516917	Oowjyng@uoregon.edu
PPVJTI	vfdpdq	950618732	Pvfdpdq@uoregon.edu
FYXBNK	xzdmzs	950819074	Fxzdmzs@uoregon.edu
FFMYKV	osxfsu	951039649	Fosxfsu@uoregon.edu
FYQJSQ	iknipo	950435738	Fiknipo@uoregon.edu
IVOGFP	docukz	951963035	Idocukz@uoregon.edu
YCYOWX	vfmidw	951261497	Yvfmidw@uoregon.edu
DFBQKD	kawxpl	950546304	Dkawxpl@uoregon.edu
BGDRPS	dmetol	951998519	Bdmetol@uoregon.edu
XCKENC	ieqdea	950936961	Xieqdea@uoregon.edu
DMTKAF	ccqree	950977769	Dccqree@uoregon.edu
NPYYNY	tnwqaj	950919571	Ntnwqaj@uoregon.edu
MDBIOM	bqcumr	951491282	Mbqcumr@uoregon.edu
WQKKVC	nhrjce	950443443	Wnhrjce@uoregon.edu
YXWIBA	ncdsry	950932607	Yncdsry@uoregon.edu
RRXIBQ	hgfsgc	950475589	Rhgfsgc@uoregon.edu
JVFWCK	pbfdvr	950993740	Jpbfdvr@uoregon.edu
ESLCJF	wwgzkh	951318429	Ewwgzkh@uoregon.edu
FWIGFD	cayvwr	950734139	Fcayvwr@uoregon.edu
HBCKKS	boxnnl	951590213	Hboxnnl@uoregon.edu
GRWRQN	okdecc	950214897	Gokdecc@uoregon.edu
KCTJNY	qnifwf	951145571	Kqnifwf@uoregon.edu
JITQBE	fmtiif	950640770	Jfmtiif@uoregon.edu
NZWOCL	fgcslh	951537645	Nfgcslh@uoregon.edu
ZNEQSC	hasjke	950352800	Zhasjke@uoregon.edu
JYZOXH	sdbcpz	951603836	Jsdbcpz@uoregon.edu
RJPNJF	limwnf	950284791	Rlimwnf@uoregon.edu
BURFWY	vqpvrb	950185713	Bvqpvrb@uoregon.edu
SJAAIC	kcztvh	950828897	Skcztvh@uoregon.edu
TIYLQL	elyvpg	950471579	Telyvpg@uoregon.edu
BTYNVD	xpcebg	951032754	Bxpcebg@uoregon.edu
VKZCDC	vwfdev	951894444	Vvwfdev@uoregon.edu
ZHYMHI	xjilxn	951500073	Zxjilxn@uoregon.edu
WSBKFF	hkkamp	950825244	Whkkamp@uoregon.edu
APENAA	mnwyqq	951383711	Amnwyqq@uoregon.edu
ZKEQJA	egmfti	951534230	Zegmfti@uoregon.edu
ZKHBWV	pkuxbp	951981743	Zpkuxbp@uoregon.edu
JYNUAG	pugqvg	950129613	Jpugqvg@uoregon.edu
FWEDTY	zzuwkd	950957040	Fzzuwkd@uoregon.edu
FOPXKQ	pxabrn	950753754	Fpxabrn@uoregon.edu
XNRBAK	iwzdqe	950820586	Xiwzdqe@uoregon.edu
HAOJBY	xzrdko	951273570	Hxzrdko@uoregon.edu
THGCDA	zrtemj	951973844	Tzrtemj@uoregon.edu
RLDRCU	tfazot	951341689	Rtfazot@uoregon.edu
URMONM	zogbcv	950551561	Uzogbcv@uoregon.edu
LGCLQZ	ysrsog	950592891	Lysrsog@uoregon.edu
GHSSLN	yxintg	951207776	Gyxintg@uoregon.edu
CXRRKF	hepnnz	951143761	Chepnnz@uoregon.edu
TXWXCO	sfebpo	950816929	Tsfebpo@uoregon.edu
RFVRWC	jaoiti	951577931	Rjaoiti@uoregon.edu
SHNEOW	fdtpsn	951194391	Sfdtpsn@uoregon.edu
MHEEPR	ygvqih	951280032	Mygvqih@uoregon.edu
SIDCTX	oqmcfw	951616603	Soqmcfw@uoregon.edu
VMZUPH	uaqesb	951497192	Vuaqesb@uoregon.edu
VEJOUW	ysnavr	951812462	Vysnavr@uoregon.edu
KWGVIC	yzyxst	950656426	Kyzyxst@uoregon.edu
WYSQYR	gptkjm	950727179	Wgptkjm@uoregon.edu
YOGVSP	xuhdho	950888743	Yxuhdho@uoregon.edu
JQSIGJ	rwcbpr	950606259	Jrwcbpr@uoregon.edu
GTUHSL	raylqu	951577507	Graylqu@uoregon.edu
NZCXCY	zrpdpi	950268693	Nzrpdpi@uoregon.edu
URQFPN	psbsuu	951736544	Upsbsuu@uoregon.edu
XUTMDK	bbzdya	950725279	Xbbzdya@uoregon.edu
VIQCRA	zacxpx	951059440	Vzacxpx@uoregon.edu
UKBDCZ	yvzxrk	951038523	Uyvzxrk@uoregon.edu
WJZMLO	svjpye	950866484	Wsvjpye@uoregon.edu
WSGWIH	xsinny	950200095	Wxsinny@uoregon.edu
LFEKQP	ifvhsy	951778453	Lifvhsy@uoregon.edu
LRBUJY	kfnuqh	951747742	Lkfnuqh@uoregon.edu
LBDTCC	jzvvop	950526148	Ljzvvop@uoregon.edu
ZQRGTV	nmolpq	950182479	Znmolpq@uoregon.edu
UDWEOM	ygxoug	951673178	Uygxoug@uoregon.edu
LTSJCO	jvizmd	950337620	Ljvizmd@uoregon.edu
LLUDPW	sedumr	950812344	Lsedumr@uoregon.edu
GSCGAZ	qgdgbj	951777158	Gqgdgbj@uoregon.edu
NEXNNN	zkosli	950069210	Nzkosli@uoregon.edu
CLPMTH	lnoqfv	951962301	Clnoqfv@uoregon.edu
YMLXUR	ywztlf	950380113	Yywztlf@uoregon.edu
RQRNIR	grfzni	951349059	Rgrfzni@uoregon.edu
FTMOBH	flkalc	950884681	Fflkalc@uoregon.edu
ONWYXS	zrzngl	951717261	Ozrzngl@uoregon.edu
ORDCCH	vrfrpx	951232226	Ovrfrpx@uoregon.edu
BKJWVE	hpdibt	950228679	Bhpdibt@uoregon.edu
KVUORZ	sfwqsu	951918061	Ksfwqsu@uoregon.edu
HTSBYO	bjcmnp	951019258	Hbjcmnp@uoregon.edu
LUZAHW	jrdowo	950814960	Ljrdowo@uoregon.edu
SBCFWD	dqfysf	951186900	Sdqfysf@uoregon.edu
MQREFA	pbpuhl	950290183	Mpbpuhl@uoregon.edu
CSULZU	moqtqc	951524292	Cmoqtqc@uoregon.edu
YQMGVU	xvykqg	951285950	Yxvykqg@uoregon.edu
KSIGOJ	rhujpp	950363050	Krhujpp@uoregon.edu
UXGJBA	kdzcxb	950214217	Ukdzcxb@uoregon.edu
SMNWRR	ttketa	950069258	Sttketa@uoregon.edu
DZRDNS	abijbc	950844207	Dabijbc@uoregon.edu
FWIDCX	fpotjo	950306389	Ffpotjo@uoregon.edu
FTDDJU	tbuqhz	951962834	Ftbuqhz@uoregon.edu
LALEPW	yclmyy	951851005	Lyclmyy@uoregon.edu
FQQZDJ	wzkwah	951137127	Fwzkwah@uoregon.edu
NXMRWE	sktlzj	951166901	Nsktlzj@uoregon.edu
MTEVFY	tbvgwz	950987011	Mtbvgwz@uoregon.edu
FSLMSG	sboytk	950691690	Fsboytk@uoregon.edu
SUGUAN	pylamj	951252171	Spylamj@uoregon.edu
VSFSHW	shzzep	951354374	Vshzzep@uoregon.edu
TJOIZL	mvnhlr	950191758	Tmvnhlr@uoregon.edu
XFHPML	ztsbql	950648858	Xztsbql@uoregon.edu
HWGINZ	wfnudq	950873069	Hwfnudq@uoregon.edu
XYQTQZ	ooaojv	950144789	Xooaojv@uoregon.edu
TACHTB	frboad	951377601	Tfrboad@uoregon.edu
HMLKVQ	fwsghx	951012965	Hfwsghx@uoregon.edu
RRESZP	tjiwni	950896514	Rtjiwni@uoregon.edu
FYALZN	xyewvx	951565711	Fxyewvx@uoregon.edu
YXBNPG	pxrcvf	951388054	Ypxrcvf@uoregon.edu
OFBQFZ	vustpc	950561455	Ovustpc@uoregon.edu
YGWNOC	ywzzon	950725653	Yywzzon@uoregon.edu
WHIBMQ	ulcolq	951089194	Wulcolq@uoregon.edu
PALAGR	dyauev	951567909	Pdyauev@uoregon.edu
UXZVDY	ewqpzd	950107754	Uewqpzd@uoregon.edu
AXDHIK	gcrphf	950079968	Agcrphf@uoregon.edu
AKFMMX	momzrw	951310363	Amomzrw@uoregon.edu
ETTNUY	pygnoy	950378255	Epygnoy@uoregon.edu
MXTLRY	bawxst	951223103	Mbawxst@uoregon.edu
LFQAFF	fctoja	951771471	Lfctoja@uoregon.edu
LASAVS	vqqtxs	951609565	Lvqqtxs@uoregon.edu
UNGZLS	bvwmdb	950235767	Ubvwmdb@uoregon.edu
CHCLGP	xdeyca	951532693	Cxdeyca@uoregon.edu
WDUNVQ	zrharj	951999198	Wzrharj@uoregon.edu
JHZKHA	czjdgi	951084151	Jczjdgi@uoregon.edu
RGBUDY	lxozmj	950919297	Rlxozmj@uoregon.edu
FVLXKK	adhujx	950889345	Fadhujx@uoregon.edu
PBVEEK	dlusmz	950685939	Pdlusmz@uoregon.edu
KVMMHN	sxdbmq	951443821	Ksxdbmq@uoregon.edu
TRYPHE	gvfxem	950032105	Tgvfxem@uoregon.edu
UBYNKL	opqxbi	951533281	Uopqxbi@uoregon.edu
DBVURA	eywydn	951894630	Deywydn@uoregon.edu
RSEAZP	csmjmb	951555507	Rcsmjmb@uoregon.edu
ZROTQG	fuldrh	950097082	Zfuldrh@uoregon.edu
DJCSKH	qmqmau	950429935	Dqmqmau@uoregon.edu
KFZIHC	xkwygg	950686261	Kxkwygg@uoregon.edu
TPCZPZ	mpmlmy	951286735	Tmpmlmy@uoregon.edu
QSUUSG	jtjfti	951186444	Qjtjfti@uoregon.edu
LRWYSI	ubpmbk	950425005	Lubpmbk@uoregon.edu
RVFRKM	hzrtns	951592133	Rhzrtns@uoregon.edu
JPUDSR	qscblb	950504793	Jqscblb@uoregon.edu
UZJMZF	tjhqwh	950173420	Utjhqwh@uoregon.edu
QXCKTC	uktrhx	951288303	Quktrhx@uoregon.edu
MTADVQ	fpylps	950650260	Mfpylps@uoregon.edu
GPMLTF	xatjev	950910741	Gxatjev@uoregon.edu
CZFVME	sshwet	950517574	Csshwet@uoregon.edu
ISKRYP	hsuwia	950076842	Ihsuwia@uoregon.edu
RTEJRP	pbcknq	950955973	Rpbcknq@uoregon.edu
CSLBJM	krqiei	950934911	Ckrqiei@uoregon.edu
WEOXBY	ehqvvp	950004473	Wehqvvp@uoregon.edu
LQTBQT	hliilk	951746928	Lhliilk@uoregon.edu
TRBRGU	ieancl	951281546	Tieancl@uoregon.edu
KFKHDM	alervh	950860778	Kalervh@uoregon.edu
KWVATB	gbbjmc	950312366	Kgbbjmc@uoregon.edu
UGJUWG	appjig	951724485	Uappjig@uoregon.edu
DGWFUI	qdywqc	951052019	Dqdywqc@uoregon.edu
GAQLQQ	rtkmxp	951339936	Grtkmxp@uoregon.edu
HTPFCN	zqwpok	950105112	Hzqwpok@uoregon.edu
OFEJLT	ajukem	950996497	Oajukem@uoregon.edu
KZOZNQ	honmbo	951876368	Khonmbo@uoregon.edu
WAVNRJ	cdhkko	950053636	Wcdhkko@uoregon.edu
VGRVFN	yijohp	951030310	Vyijohp@uoregon.edu
BHHLPU	ndlhhz	950424562	Bndlhhz@uoregon.edu
CZWBGC	qiuunm	951767896	Cqiuunm@uoregon.edu
OYKGUZ	bxysah	950508226	Obxysah@uoregon.edu
RPPHKC	xtcmyu	951675161	Rxtcmyu@uoregon.edu
UTOFXU	mnrldv	951400733	Umnrldv@uoregon.edu
MCZZZC	lpwowp	950803932	Mlpwowp@uoregon.edu
KQHEWO	vfrkzj	951030417	Kvfrkzj@uoregon.edu
OFEHON	olxrph	950618990	Oolxrph@uoregon.edu
ZMEYEY	ktlpqw	950407737	Zktlpqw@uoregon.edu
VONLBW	gwxosj	951403274	Vgwxosj@uoregon.edu
JEMGXC	iysqzi	951672958	Jiysqzi@uoregon.edu
KBAYXF	bbymgq	951359984	Kbbymgq@uoregon.edu
BPLBGG	ghnuik	951357167	Bghnuik@uoregon.edu
BAPTYH	jubdoz	951571197	Bjubdoz@uoregon.edu
BCJICS	xrsptg	951783336	Bxrsptg@uoregon.edu
DVRHQI	eizxao	950210023	Deizxao@uoregon.edu
SGERZR	nuewge	950865980	Snuewge@uoregon.edu
STCOMZ	jnzvou	951735029	Sjnzvou@uoregon.edu
LOJSAU	naswos	950187903	Lnaswos@uoregon.edu
PKEZBT	fuxgnt	950704940	Pfuxgnt@uoregon.edu
REHARJ	mizkgo	950694822	Rmizkgo@uoregon.edu
CYCLDP	hchuom	951945852	Chchuom@uoregon.edu
RABZTB	lwbkdf	951745905	Rlwbkdf@uoregon.edu
UUXKHH	sbzkvm	950407229	Usbzkvm@uoregon.edu
SYQMQG	iyvacc	950087077	Siyvacc@uoregon.edu
TXVOOA	tnqmau	950973171	Ttnqmau@uoregon.edu
WSKSJQ	ehkobl	951123206	Wehkobl@uoregon.edu
SLDUYQ	etdsen	951080156	Setdsen@uoregon.edu
WHHJDP	ooalua	951378826	Wooalua@uoregon.edu
EAWNYS	tqsdwp	951931474	Etqsdwp@uoregon.edu
QMZWDA	yszkco	950558921	Qyszkco@uoregon.edu
LSQMMU	baiygc	951715225	Lbaiygc@uoregon.edu
XUWIBB	lzxfbl	951850883	Xlzxfbl@uoregon.edu
DVAZSM	fsbvir	951682356	Dfsbvir@uoregon.edu
UWORLW	mzstfj	950209075	Umzstfj@uoregon.edu
QVIBWJ	bbhzuv	950526544	Qbbhzuv@uoregon.edu
GUBLQK	bzfpzv	951583537	Gbzfpzv@uoregon.edu
QHEJIW	jpidfr	951844136	Qjpidfr@uoregon.edu
BFZMPO	glrwsc	951298039	Bglrwsc@uoregon.edu
IFRERT	xrrdan	950504765	Ixrrdan@uoregon.edu
ISMGSR	sqzuqb	950755661	Isqzuqb@uoregon.edu
UTXNKM	vnaywn	950762949	Uvnaywn@uoregon.edu
JNULTX	ndmbrj	950201919	Jndmbrj@uoregon.edu
XLJSFC	vussbn	950883497	Xvussbn@uoregon.edu
HULFRI	uxgwso	950718953	Huxgwso@uoregon.edu
YLPUXE	tlhzgl	950068495	Ytlhzgl@uoregon.edu
YTLOME	qmcbyg	951660672	Yqmcbyg@uoregon.edu
OKVSUL	ayoazd	950724987	Oayoazd@uoregon.edu
ZFBGVB	vuucdd	951627130	Zvuucdd@uoregon.edu
ZOCZYK	pbqrpg	950465088	Zpbqrpg@uoregon.edu
MJZZLA	mvkxog	950137220	Mmvkxog@uoregon.edu
YEEBIG	pkcqns	950658290	Ypkcqns@uoregon.edu
AWZWWN	wsludg	950583164	Awsludg@uoregon.edu
VXEOJX	jaxoaq	951428231	Vjaxoaq@uoregon.edu
HDPZBN	zuqomh	951140661	Hzuqomh@uoregon.edu
LULXOV	mogdia	950867666	Lmogdia@uoregon.edu
BJVWJQ	xxgddx	951055350	Bxxgddx@uoregon.edu
ODIUKH	mmbegs	951726558	Ommbegs@uoregon.edu
MEOXJK	xsfaus	951750516	Mxsfaus@uoregon.edu
CLDOHP	sdzmax	951669117	Csdzmax@uoregon.edu
HVXYUG	zlzhqj	950304634	Hzlzhqj@uoregon.edu
IDNOBB	rgoftx	950371882	Irgoftx@uoregon.edu
EYKIKM	zfntiz	951107790	Ezfntiz@uoregon.edu
EJXRQY	pdqhsj	951455408	Epdqhsj@uoregon.edu
FNWLNI	wvapjn	950677286	Fwvapjn@uoregon.edu
LJCVPJ	uyglxa	951828926	Luyglxa@uoregon.edu
JGNPJX	scojca	951658663	Jscojca@uoregon.edu
VCYOWX	uhecpm	950723209	Vuhecpm@uoregon.edu
OUKWHY	nzqsmh	950823493	Onzqsmh@uoregon.edu
NZEATK	pxuqgb	951747676	Npxuqgb@uoregon.edu
GKGUXS	wnfjmj	950989970	Gwnfjmj@uoregon.edu
TWRFRK	phojku	950092497	Tphojku@uoregon.edu
KJUFYJ	dixpca	951483803	Kdixpca@uoregon.edu
SYPDRW	lznfbz	950617162	Slznfbz@uoregon.edu
CJSZJC	lbqhqq	950139721	Clbqhqq@uoregon.edu
ANKKBE	omsksq	951659124	Aomsksq@uoregon.edu
WUYVUT	wgevuy	951852554	Wwgevuy@uoregon.edu
WODETG	lyjbya	950491080	Wlyjbya@uoregon.edu
RHYWUI	ikioty	950632208	Rikioty@uoregon.edu
QVHKVZ	uxfdxz	950272950	Quxfdxz@uoregon.edu
XIOOFA	tzfbym	951746487	Xtzfbym@uoregon.edu
WAUBNN	ooqjmh	950355836	Wooqjmh@uoregon.edu
MLYIFD	iespjl	951168044	Miespjl@uoregon.edu
ANDKIX	tfwerv	951057338	Atfwerv@uoregon.edu
ZJFWNL	ytjumn	950210758	Zytjumn@uoregon.edu
BWABKS	mywkxd	950992955	Bmywkxd@uoregon.edu
XQGFHM	ukcuit	950297344	Xukcuit@uoregon.edu
ONZZQZ	efgpxw	950204211	Oefgpxw@uoregon.edu
QUYDBJ	ntohqs	950262190	Qntohqs@uoregon.edu
SUMKVN	oxujte	951029513	Soxujte@uoregon.edu
FIGPAW	ktlzlt	951954153	Fktlzlt@uoregon.edu
TMOQON	ccvpxh	951150993	Tccvpxh@uoregon.edu
SBJXVF	zrimcx	950395800	Szrimcx@uoregon.edu
XGTOZP	yfkagh	950898005	Xyfkagh@uoregon.edu
VHXGYN	sudmhe	951753142	Vsudmhe@uoregon.edu
RFKNWU	akmdwh	950794771	Rakmdwh@uoregon.edu
KMHHRO	puiurq	950232597	Kpuiurq@uoregon.edu
OGTVPX	ippiag	951879949	Oippiag@uoregon.edu
NEVIOC	ytxzgm	950124497	Nytxzgm@uoregon.edu
ZPTBUH	gtypzf	951196559	Zgtypzf@uoregon.edu
PQAZYM	ywgnil	951541831	Pywgnil@uoregon.edu
FJGZYU	pudnxi	951663908	Fpudnxi@uoregon.edu
MEVZEW	atqisa	951981138	Matqisa@uoregon.edu
YKDZPM	luqevu	950528518	Yluqevu@uoregon.edu
SUVMHB	teexou	950655159	Steexou@uoregon.edu
VUOBOW	cogfvo	950789478	Vcogfvo@uoregon.edu
AQZSGP	xhyswh	951178236	Axhyswh@uoregon.edu
WDKIFZ	ilsslc	951374147	Wilsslc@uoregon.edu
DCOYJA	cjcrct	950656358	Dcjcrct@uoregon.edu
ZRSINR	yrwzep	951094614	Zyrwzep@uoregon.edu
GQHSQH	xyivar	950429111	Gxyivar@uoregon.edu
KKHZQC	lckfke	950332544	Klckfke@uoregon.edu
OOGODI	pemdef	951943722	Opemdef@uoregon.edu
ZGMUKL	gmtinj	950354232	Zgmtinj@uoregon.edu
BZDHQG	pjesdg	951297617	Bpjesdg@uoregon.edu
SKVSHO	zgvxrf	951041657	Szgvxrf@uoregon.edu
QZNQUY	ezwdop	951706828	Qezwdop@uoregon.edu
GVYIXP	teafdz	950108628	Gteafdz@uoregon.edu
FUWFOS	aggvao	950676429	Faggvao@uoregon.edu
MPUBWI	jevyor	950805590	Mjevyor@uoregon.edu
IAVRGP	otamrv	950434921	Iotamrv@uoregon.edu
HLNXBG	fljqlc	951111816	Hfljqlc@uoregon.edu
KKFUPN	sevixu	951328993	Ksevixu@uoregon.edu
RMKERU	npdpvv	951069485	Rnpdpvv@uoregon.edu
SOKFRI	mvmvdj	951012024	Smvmvdj@uoregon.edu
VZPOTD	zkioix	951029582	Vzkioix@uoregon.edu
GKJXUX	plypkx	950853621	Gplypkx@uoregon.edu
ECJBMJ	jafqlm	950263366	Ejafqlm@uoregon.edu
MQCPLY	vhiwis	951030933	Mvhiwis@uoregon.edu
XUBUJK	ontjuo	950423668	Xontjuo@uoregon.edu
OJHALD	ryvncp	950671955	Oryvncp@uoregon.edu
KKKHVL	zgmdov	951233823	Kzgmdov@uoregon.edu
APOXHT	nsyrhp	950489149	Ansyrhp@uoregon.edu
ROIBSW	ykbwui	951764983	Rykbwui@uoregon.edu
ZOMSAC	tqjnnx	950130406	Ztqjnnx@uoregon.edu
NGMCMF	hemxsh	950497308	Nhemxsh@uoregon.edu
QYEJIO	jyeoru	951884749	Qjyeoru@uoregon.edu
CNQYKB	xktwok	950030003	Cxktwok@uoregon.edu
CRBWZF	kiqjvj	950578523	Ckiqjvj@uoregon.edu
UBMWQF	tpjhkv	950750661	Utpjhkv@uoregon.edu
ZWGAWN	ncfypa	950522282	Zncfypa@uoregon.edu
IRHAHN	gjxzgw	950436872	Igjxzgw@uoregon.edu
HOOTRR	bznqag	951875717	Hbznqag@uoregon.edu
WZLKKC	rdjdqt	950542438	Wrdjdqt@uoregon.edu
XKLHFV	elgkmh	951109905	Xelgkmh@uoregon.edu
AQUGCP	xxoqwj	950624528	Axxoqwj@uoregon.edu
DKDOEK	jktqvk	951840104	Djktqvk@uoregon.edu
OTYLLQ	dxpnrm	951078314	Odxpnrm@uoregon.edu
ADHRHY	zncmpx	951367925	Azncmpx@uoregon.edu
CIHTVK	ylztvf	950430022	Cylztvf@uoregon.edu
HWWEIB	ofsmvq	951207417	Hofsmvq@uoregon.edu
CXWZHQ	lzcddq	950028182	Clzcddq@uoregon.edu
KBNMDS	kawgzd	950841803	Kkawgzd@uoregon.edu
DWFEFO	nafkdn	951737699	Dnafkdn@uoregon.edu
QBDIIU	mlgcfk	950051782	Qmlgcfk@uoregon.edu
KGTBTE	gpoxcu	951060545	Kgpoxcu@uoregon.edu
PDSANC	nedsog	951831289	Pnedsog@uoregon.edu
CFDFUK	snshro	950841089	Csnshro@uoregon.edu
DUAGMU	eihkyz	951850393	Deihkyz@uoregon.edu
MMFSII	qkpjke	950054803	Mqkpjke@uoregon.edu
KYOHXY	phifjp	950806377	Kphifjp@uoregon.edu
JQDQLY	hmspyk	951571054	Jhmspyk@uoregon.edu
MGJWDJ	rhmvob	950766483	Mrhmvob@uoregon.edu
ALFAHJ	dtgwrb	951115290	Adtgwrb@uoregon.edu
WCELTX	zrvgds	950972373	Wzrvgds@uoregon.edu
AIOCNK	dhrjjq	951030143	Adhrjjq@uoregon.edu
LSBDTC	dfwyhv	950647364	Ldfwyhv@uoregon.edu
CKORCQ	ngngub	951586898	Cngngub@uoregon.edu
GMFQAC	jsxlir	951907431	Gjsxlir@uoregon.edu
VQMMAG	mbugqd	951926320	Vmbugqd@uoregon.edu
LBCPBZ	gdvdsl	950379110	Lgdvdsl@uoregon.edu
RYQWRD	ghdqgi	951083962	Rghdqgi@uoregon.edu
QXUPCE	ouslcg	951321190	Qouslcg@uoregon.edu
NUSQYD	jfasls	950708344	Njfasls@uoregon.edu
NFIUAV	qhdjjg	950219938	Nqhdjjg@uoregon.edu
MDNVEA	nevezu	950357063	Mnevezu@uoregon.edu
SEXUQR	kacqnl	950646151	Skacqnl@uoregon.edu
JDKTKG	cdmjzg	951924667	Jcdmjzg@uoregon.edu
OONYOB	wivuwm	951041507	Owivuwm@uoregon.edu
LTIPKX	hvolcn	950844066	Lhvolcn@uoregon.edu
FJJCYO	moiffa	950734512	Fmoiffa@uoregon.edu
ZVJYDP	bjdlkj	950874438	Zbjdlkj@uoregon.edu
DTUCIH	htqpqj	951480808	Dhtqpqj@uoregon.edu
GZVVWM	ydvshu	950934667	Gydvshu@uoregon.edu
UAMZYR	ubnvnz	951433998	Uubnvnz@uoregon.edu
OCKPBM	xehspj	951242887	Oxehspj@uoregon.edu
GIIHAF	sklwjv	951776476	Gsklwjv@uoregon.edu
BJJQEN	nhkhzx	950105845	Bnhkhzx@uoregon.edu
PXKXTX	sangob	951161705	Psangob@uoregon.edu
ZNKNFS	ftfbbn	951801697	Zftfbbn@uoregon.edu
XMMWYJ	rafvvs	951597539	Xrafvvs@uoregon.edu
ANFGJI	aingym	951093786	Aaingym@uoregon.edu
OCMMJX	wdqsgw	951475359	Owdqsgw@uoregon.edu
ZURORV	fkhpej	951734550	Zfkhpej@uoregon.edu
VDUOZE	vdxtev	950624007	Vvdxtev@uoregon.edu
ZDXMHW	dhthun	951303412	Zdhthun@uoregon.edu
QNKXAN	ldyahi	951387761	Qldyahi@uoregon.edu
OLYGCQ	jjqyzc	951230106	Ojjqyzc@uoregon.edu
RPDQSH	etnnom	950877139	Retnnom@uoregon.edu
FPJULE	czfzrh	951927812	Fczfzrh@uoregon.edu
FRQHOL	nwnrca	950813744	Fnwnrca@uoregon.edu
UXDQMR	rbrnlh	951731355	Urbrnlh@uoregon.edu
HFBKCT	lkufsp	950600208	Hlkufsp@uoregon.edu
ELHTKI	gcalqz	951218495	Egcalqz@uoregon.edu
PBVBQM	fpksqn	951353613	Pfpksqn@uoregon.edu
VVFBXN	hdmubp	950606417	Vhdmubp@uoregon.edu
UIVDWP	wanylg	950363984	Uwanylg@uoregon.edu
BPRCLY	jrtlvt	951454438	Bjrtlvt@uoregon.edu
ESNZSY	ifqzfw	950384163	Eifqzfw@uoregon.edu
TCZPCE	zfgofe	950950551	Tzfgofe@uoregon.edu
KMNMOU	ephqua	950134689	Kephqua@uoregon.edu
DMLHZE	ufvmnm	951127865	Dufvmnm@uoregon.edu
IUCHIL	vrulrt	951738124	Ivrulrt@uoregon.edu
LDBDBF	clhpjw	951395125	Lclhpjw@uoregon.edu
TLWBZV	ucadyo	950812544	Tucadyo@uoregon.edu
CZEMBB	faieoo	950366927	Cfaieoo@uoregon.edu
AIGBPF	lqimgu	951470169	Alqimgu@uoregon.edu
YNYHIU	gjqjpl	950132594	Ygjqjpl@uoregon.edu
ADHHYK	mpeykj	951218314	Ampeykj@uoregon.edu
SFNRQS	vnohbx	951203547	Svnohbx@uoregon.edu
VMBRDU	uzaksy	950661292	Vuzaksy@uoregon.edu
SKBFBV	ayonnb	951495521	Sayonnb@uoregon.edu
VKVHCK	drgxsd	951682041	Vdrgxsd@uoregon.edu
AJDXGY	ajwueg	951170607	Aajwueg@uoregon.edu
YWJUKZ	nosrdc	950933951	Ynosrdc@uoregon.edu
ZAICYO	gzedcg	950547012	Zgzedcg@uoregon.edu
BLSTCH	fbgniz	950898173	Bfbgniz@uoregon.edu
NQLPOK	mipmwp	950200213	Nmipmwp@uoregon.edu
UCFMBY	lhhsec	951355311	Ulhhsec@uoregon.edu
SXOUVP	olsdia	950440166	Solsdia@uoregon.edu
IFGPXW	jqwexb	951081779	Ijqwexb@uoregon.edu
BUEUTB	dpyyzu	950718651	Bdpyyzu@uoregon.edu
LAECCF	ckzrds	951526714	Lckzrds@uoregon.edu
CPZNDJ	jgkshf	951957700	Cjgkshf@uoregon.edu
WAGSQE	snessz	950944645	Wsnessz@uoregon.edu
SPDCGU	ddoqys	951475493	Sddoqys@uoregon.edu
IUBXGA	mhcaof	951146158	Imhcaof@uoregon.edu
UYLSEM	qkuyte	950524353	Uqkuyte@uoregon.edu
CMPKBU	rvftic	950008342	Crvftic@uoregon.edu
XENPHC	ykuhar	950432420	Xykuhar@uoregon.edu
JBVDDI	psjeyd	950641759	Jpsjeyd@uoregon.edu
RVHXPV	vyrgzr	950557224	Rvyrgzr@uoregon.edu
UEKHUF	caiojt	950356572	Ucaiojt@uoregon.edu
WLFZLU	knzkgd	950873650	Wknzkgd@uoregon.edu
ZZQGAZ	xcjkxc	950740832	Zxcjkxc@uoregon.edu
ITVHLZ	kwynuv	951262230	Ikwynuv@uoregon.edu
YNVYJX	lyusfr	950826319	Ylyusfr@uoregon.edu
SNNBFE	qvvvdj	950639722	Sqvvvdj@uoregon.edu
XWAMNJ	vgcytt	950200651	Xvgcytt@uoregon.edu
JZXGDM	hudzti	951271634	Jhudzti@uoregon.edu
PSWIRF	smqnfp	950780541	Psmqnfp@uoregon.edu
ABFOND	gqxpnf	950242466	Agqxpnf@uoregon.edu
ODLNDL	jgsrfa	951807555	Ojgsrfa@uoregon.edu
NECDNB	oaeyth	951456374	Noaeyth@uoregon.edu
AIRNPH	jqmrfv	950800701	Ajqmrfv@uoregon.edu
HLOGVY	trjkms	950829312	Htrjkms@uoregon.edu
AHPCGJ	vooykh	951889677	Avooykh@uoregon.edu
